"Timestamp","User Count","Type","Name","Requests/s","Failures/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999%","100%","Total Request Count","Total Failure Count","Total Median Response Time","Total Average Response Time","Total Min Response Time","Total Max Response Time","Total Average Content Size"
"1734088777","6","","Aggregated",45.10,0.00,31,42,50,55,73,89,110,120,140,140,140,140,819,0,33,37,4,140,81922
"1734088778","6","","Aggregated",45.00,0.00,32,44,51,56,73,88,110,110,170,170,170,170,855,0,34,38,4,167,82648
"1734088779","6","","Aggregated",44.70,0.00,32,45,54,58,73,87,110,130,170,170,170,170,887,0,34,38,4,167,83681
"1734088780","6","","Aggregated",44.50,0.00,32,45,53,58,74,87,110,110,170,170,170,170,943,0,34,38,4,167,83790
"1734088781","6","","Aggregated",43.30,0.00,32,45,54,58,74,88,110,120,170,170,170,170,983,0,34,38,3,167,84011
"1734088782","6","","Aggregated",42.70,0.00,31,45,52,57,75,93,110,130,170,170,170,170,1023,0,33,38,3,167,83538
"1734088783","6","","Aggregated",43.40,0.00,31,45,53,57,74,93,110,130,170,170,170,170,1064,0,34,38,3,167,84241
"1734088784","6","","Aggregated",43.10,0.00,33,46,54,58,76,93,110,120,170,170,170,170,1105,0,34,38,3,167,84055
"1734088785","6","","Aggregated",42.20,0.00,35,47,54,60,76,93,110,120,170,170,170,170,1147,0,34,38,3,167,84324
"1734088786","6","","Aggregated",41.90,0.00,35,47,54,60,76,95,110,140,170,170,170,170,1194,0,34,38,3,167,84902
"1734088787","6","","Aggregated",41.10,0.00,35,47,53,58,73,93,110,120,160,160,160,160,1248,0,34,38,3,167,85149
"1734088788","6","","Aggregated",41.10,0.00,35,46,52,58,73,95,120,120,160,160,160,160,1288,0,34,38,3,167,84950
"1734088789","6","","Aggregated",42.30,0.00,34,45,50,57,71,93,120,120,160,160,160,160,1337,0,34,38,3,167,84292
"1734088790","6","","Aggregated",42.40,0.00,34,45,50,56,69,93,120,120,160,160,160,160,1378,0,34,38,3,167,84110
"1734088791","6","","Aggregated",44.30,0.00,35,46,52,57,71,99,120,120,160,160,160,160,1419,0,34,38,3,167,84543
"1734088792","6","","Aggregated",43.90,0.00,36,46,52,58,71,97,120,120,160,160,160,160,1460,0,34,38,3,167,84480
"1734088793","6","","Aggregated",42.90,0.00,36,47,52,58,69,93,120,120,160,160,160,160,1504,0,34,38,3,167,84643
"1734088794","6","","Aggregated",43.40,0.00,36,47,53,57,70,93,120,120,160,160,160,160,1547,0,34,38,3,167,84351
"1734088795","6","","Aggregated",43.30,0.00,36,47,52,57,69,91,120,120,160,160,160,160,1586,0,34,38,3,167,84293
"1734088796","6","","Aggregated",43.70,0.00,36,46,52,57,69,86,110,120,160,160,160,160,1633,0,34,37,3,167,84106
"1734088797","6","","Aggregated",43.70,0.00,34,46,52,56,69,89,110,120,160,160,160,160,1685,0,34,37,3,167,84054
"1734088798","6","","Aggregated",43.70,0.00,34,46,52,56,69,84,110,120,160,160,160,160,1731,0,34,37,3,167,84079
"1734088799","6","","Aggregated",43.10,0.00,35,47,52,57,71,86,110,120,160,160,160,160,1772,0,34,37,3,167,83995
"1734088800","6","","Aggregated",43.70,0.00,35,46,52,57,71,79,100,110,160,160,160,160,1824,0,34,37,3,167,83866
"1734088801","6","","Aggregated",43.50,0.00,34,45,51,55,70,84,99,110,160,160,160,160,1867,0,34,37,3,167,83524
"1734088802","6","","Aggregated",44.00,0.00,34,45,51,55,70,84,99,110,160,160,160,160,1906,0,34,37,3,167,83614
"1734088803","6","","Aggregated",44.70,0.00,33,44,50,55,70,85,99,110,160,160,160,160,1951,0,34,37,3,167,83428
"1734088804","6","","Aggregated",44.40,0.00,33,43,50,54,70,86,99,110,160,160,160,160,1996,0,34,37,3,167,83207
"1734088805","6","","Aggregated",44.50,0.00,31,42,48,54,67,85,99,110,180,180,180,180,2044,0,34,37,3,177,83208
"1734088806","6","","Aggregated",44.10,0.00,33,42,49,54,68,90,99,110,180,180,180,180,2078,0,34,37,3,178,83017
"1734088807","6","","Aggregated",45.00,0.00,33,44,49,55,70,85,97,110,180,180,180,180,2123,0,34,37,3,178,83412
"1734088808","6","","Aggregated",44.40,0.00,34,45,51,56,75,90,100,120,210,210,210,210,2157,0,34,37,3,214,83600
"1734088809","6","","Aggregated",43.60,0.00,32,45,50,55,68,88,97,120,210,210,210,210,2195,0,34,37,3,214,83602
"1734088810","6","","Aggregated",43.60,0.00,33,45,52,56,72,88,110,130,210,210,210,210,2237,0,34,37,3,214,83710
"1734088811","6","","Aggregated",42.70,0.00,32,45,51,56,70,88,110,130,210,210,210,210,2282,0,34,37,3,214,83496
"1734088812","6","","Aggregated",41.70,0.00,32,45,50,56,72,87,110,130,210,210,210,210,2326,0,34,37,3,214,83371
"1734088813","6","","Aggregated",41.30,0.00,32,45,52,58,75,88,110,130,210,210,210,210,2373,0,34,37,3,214,83470
"1734088814","6","","Aggregated",41.70,0.00,35,46,54,59,76,91,120,150,210,210,210,210,2413,0,34,37,3,214,83658
"1734088815","6","","Aggregated",41.20,0.00,35,46,54,60,78,91,120,150,210,210,210,210,2452,0,34,37,3,214,83954
"1734088816","6","","Aggregated",41.80,0.00,37,46,55,62,77,91,110,130,210,210,210,210,2498,0,34,37,3,214,84188
"1734088817","6","","Aggregated",41.30,0.00,37,47,55,62,79,94,110,130,160,160,160,160,2546,0,34,37,3,214,84516
"1734088818","6","","Aggregated",41.30,0.00,35,46,54,62,79,95,110,130,160,160,160,160,2586,0,34,37,3,214,84392
"1734088819","6","","Aggregated",42.20,0.00,36,46,54,59,77,95,110,130,160,160,160,160,2635,0,34,37,3,214,84257
"1734088820","6","","Aggregated",42.20,0.00,35,45,53,58,77,94,120,130,160,160,160,160,2683,0,34,37,3,214,84033
"1734088821","6","","Aggregated",42.40,0.00,34,46,53,59,78,96,120,130,160,160,160,160,2728,0,34,37,2,214,84295
"1734088822","6","","Aggregated",43.70,0.00,35,45,51,57,76,95,120,130,160,160,160,160,2774,0,34,37,2,214,84223
"1734088823","6","","Aggregated",43.50,0.00,35,46,52,58,77,95,120,130,160,160,160,160,2814,0,34,37,2,214,84664
"1734088824","6","","Aggregated",44.10,0.00,35,46,51,57,75,92,120,130,160,160,160,160,2858,0,34,37,2,214,84552
"1734088825","6","","Aggregated",44.70,0.00,34,46,52,57,74,91,120,130,160,160,160,160,2898,0,34,37,2,214,84568
"1734088826","6","","Aggregated",44.30,0.00,34,44,51,56,71,89,120,140,170,170,170,170,2940,0,34,37,2,214,84495
"1734088827","6","","Aggregated",43.90,0.00,34,44,49,53,68,83,110,130,170,170,170,170,2983,0,34,37,2,214,84439
"1734088828","6","","Aggregated",44.10,0.00,34,45,50,55,71,87,120,130,170,170,170,170,3013,0,34,37,2,214,84667
"1734088829","6","","Aggregated",43.30,0.00,34,45,50,54,72,89,120,130,170,170,170,170,3057,0,34,37,2,214,84555
"1734088830","6","","Aggregated",43.10,0.00,34,46,50,55,72,89,120,130,170,170,170,170,3096,0,34,37,2,214,84412
"1734088831","6","","Aggregated",42.50,0.00,36,46,52,56,72,87,120,140,170,170,170,170,3133,0,34,37,2,214,84512
"1734088832","6","","Aggregated",42.00,0.00,33,46,53,57,72,87,120,140,170,170,170,170,3185,0,34,37,2,214,84327
"1734088833","6","","Aggregated",41.10,0.00,33,44,50,55,67,82,110,130,170,170,170,170,3228,0,34,37,2,214,84432
"1734088834","6","","Aggregated",40.50,0.00,33,45,51,56,69,82,100,130,170,170,170,170,3276,0,34,37,2,214,84506
"1734088835","6","","Aggregated",40.70,0.00,31,41,49,55,69,81,99,120,170,170,170,170,3327,0,34,37,2,214,84111
"1734088836","6","","Aggregated",41.20,0.00,32,43,50,55,69,81,98,110,150,150,150,150,3375,0,34,37,2,214,84156
"1734088837","6","","Aggregated",41.80,0.00,32,42,51,56,68,79,95,100,130,130,130,130,3419,0,34,37,2,214,84015
"1734088838","6","","Aggregated",42.80,0.00,33,44,51,55,68,79,100,120,130,130,130,130,3467,0,34,37,2,214,84149
"1734088839","6","","Aggregated",43.60,0.00,33,44,51,55,68,79,100,120,150,150,150,150,3518,0,34,37,2,214,84067
"1734088840","6","","Aggregated",43.50,0.00,33,44,51,55,68,79,95,120,150,150,150,150,3565,0,34,37,2,214,84108
"1734088841","6","","Aggregated",45.10,0.00,33,44,50,55,68,79,99,120,150,150,150,150,3603,0,34,37,2,214,84172
"1734088842","6","","Aggregated",45.60,0.00,34,45,51,55,68,81,100,120,150,150,150,150,3645,0,34,37,2,214,84163
"1734088843","6","","Aggregated",46.70,0.00,34,46,52,55,68,84,100,120,150,150,150,150,3691,0,34,37,2,214,84222
"1734088844","6","","Aggregated",46.00,0.00,35,46,52,55,66,81,110,120,150,150,150,150,3735,0,34,37,2,214,84240
"1734088845","6","","Aggregated",45.70,0.00,36,47,53,56,67,84,110,120,150,150,150,150,3774,0,34,37,2,214,84197
"1734088846","6","","Aggregated",45.80,0.00,36,47,53,55,67,84,110,120,150,150,150,150,3808,0,34,37,2,214,84149
"1734088847","6","","Aggregated",45.40,0.00,35,46,53,55,65,80,100,120,150,150,150,150,3860,0,34,37,2,214,84068
"1734088848","6","","Aggregated",44.10,0.00,35,47,53,56,66,80,99,110,150,150,150,150,3906,0,34,37,2,214,84172
"1734088849","6","","Aggregated",42.90,0.00,34,47,53,56,66,80,93,100,150,150,150,150,3953,0,34,37,2,214,84035
"1734088850","6","","Aggregated",44.20,0.00,35,48,54,57,68,82,99,100,150,150,150,150,3997,0,34,37,2,214,84287
"1734088851","6","","Aggregated",43.60,0.00,36,48,53,57,68,82,95,100,110,110,110,110,4035,0,34,37,2,214,84323
"1734088852","6","","Aggregated",43.00,0.00,34,47,52,56,66,80,92,100,110,110,110,110,4085,0,34,37,2,214,84081
"1734088853","6","","Aggregated",43.00,0.00,34,47,52,56,66,78,95,100,110,110,110,110,4131,0,34,37,2,214,84068
"1734088854","6","","Aggregated",43.20,0.00,34,46,52,55,66,80,97,100,110,110,110,110,4174,0,34,37,2,214,83949
"1734088855","6","","Aggregated",43.70,0.00,35,46,51,56,66,80,95,100,110,110,110,110,4214,0,34,37,2,214,83879
"1734088857","6","","Aggregated",43.30,0.00,35,47,51,57,67,79,97,110,120,120,120,120,4253,0,34,37,2,214,83821
"1734088858","6","","Aggregated",43.80,0.00,34,46,50,54,65,78,97,110,120,120,120,120,4297,0,34,37,2,214,83738
"1734088859","6","","Aggregated",43.90,0.00,33,45,50,54,65,78,97,110,150,150,150,150,4344,0,34,37,2,214,83617
"1734088860","6","","Aggregated",43.90,0.00,33,45,49,53,63,77,95,110,150,150,150,150,4387,0,34,37,2,214,83629
"1734088861","6","","Aggregated",42.80,0.00,33,44,49,53,65,80,94,110,150,150,150,150,4427,0,34,37,2,214,83550
"1734088862","6","","Aggregated",43.00,0.00,33,44,50,54,68,80,100,130,150,150,150,150,4468,0,34,37,2,214,83454
"1734088863","6","","Aggregated",42.80,0.00,33,44,50,53,68,80,110,130,150,150,150,150,4517,0,34,37,2,214,83366
"1734088864","6","","Aggregated",42.80,0.00,32,44,49,52,68,80,100,130,150,150,150,150,4566,0,34,37,2,214,83170
"1734088865","6","","Aggregated",42.70,0.00,31,44,49,53,68,82,120,140,150,150,150,150,4611,0,34,37,2,214,83247
"1734088866","6","","Aggregated",43.50,0.00,31,43,48,52,68,82,110,130,150,150,150,150,4664,0,34,37,2,214,83193
"1734088867","6","","Aggregated",43.30,0.00,30,43,48,52,68,85,110,140,150,150,150,150,4712,0,34,37,2,214,83192
"1734088868","6","","Aggregated",44.50,0.00,31,43,49,53,68,84,110,130,140,140,140,140,4752,0,34,37,2,214,83150
"1734088869","6","","Aggregated",45.50,0.00,32,43,50,52,68,81,110,130,140,140,140,140,4795,0,34,37,2,214,83134
"1734088870","6","","Aggregated",45.20,0.00,32,44,51,52,66,80,110,130,140,140,140,140,4840,0,34,36,2,214,82988
"1734088871","6","","Aggregated",45.00,0.00,32,44,51,53,66,78,100,110,140,140,140,140,4885,0,34,36,2,214,82992
"1734088872","6","","Aggregated",45.00,0.00,32,44,51,55,67,81,100,110,140,140,140,140,4931,0,34,37,2,214,83140
"1734088873","6","","Aggregated",45.60,0.00,33,45,52,57,69,86,110,110,140,140,140,140,4984,0,34,37,2,214,83304
"1734088874","6","","Aggregated",45.90,0.00,34,46,52,57,68,82,100,110,140,140,140,140,5020,0,34,37,2,214,83375
"1734088875","6","","Aggregated",46.40,0.00,34,47,53,58,69,90,100,110,140,140,140,140,5061,0,34,37,2,214,83356
"1734088876","6","","Aggregated",44.90,0.00,35,46,53,58,69,86,110,110,140,140,140,140,5101,0,34,37,2,214,83464
"1734088877","6","","Aggregated",44.70,0.00,35,46,54,58,71,90,110,130,140,140,140,140,5146,0,34,37,2,214,83441
"1734088878","6","","Aggregated",44.00,0.00,34,46,54,58,69,86,110,110,140,140,140,140,5197,0,34,37,2,214,83372
"1734088879","6","","Aggregated",43.40,0.00,35,47,54,58,71,90,110,130,140,140,140,140,5237,0,34,37,2,214,83425
"1734088880","6","","Aggregated",44.40,0.00,35,47,54,57,73,90,110,110,140,140,140,140,5284,0,34,37,2,214,83546
"1734088881","6","","Aggregated",44.10,0.00,34,46,53,57,72,88,110,110,140,140,140,140,5334,0,34,37,2,214,83488
"1734088882","6","","Aggregated",43.70,0.00,34,46,53,56,72,88,110,130,140,140,140,140,5378,0,34,37,2,214,83577
"1734088883","6","","Aggregated",44.40,0.00,33,45,53,56,73,92,110,130,140,140,140,140,5407,0,34,37,2,214,83620
"1734088884","6","","Aggregated",44.30,0.00,34,47,53,57,74,91,110,140,140,140,140,140,5450,0,34,37,2,214,83909
"1734088885","6","","Aggregated",41.90,0.00,34,47,53,57,72,88,110,120,140,140,140,140,5491,0,34,37,2,214,83840
"1734088886","6","","Aggregated",42.60,0.00,34,46,53,56,73,87,110,120,140,140,140,140,5540,0,34,37,2,214,83835
"1734088887","6","","Aggregated",42.90,0.00,34,47,53,57,75,92,110,140,460,460,460,460,5572,0,34,37,2,455,83852
"1734088888","6","","Aggregated",43.20,0.00,34,47,54,57,75,92,120,140,460,460,460,460,5617,0,34,37,2,455,83615
"1734088889","6","","Aggregated",42.20,0.00,33,46,53,57,82,100,160,300,460,460,460,460,5662,0,34,37,2,455,83524
"1734088890","6","","Aggregated",41.20,0.00,34,48,55,61,88,130,240,330,460,460,460,460,5696,0,34,37,2,455,83601
"1734088891","6","","Aggregated",41.30,0.00,35,49,58,66,100,170,260,340,620,620,620,620,5723,0,34,37,2,620,83701
"1734088892","6","","Aggregated",41.20,0.00,35,49,60,67,130,200,330,460,920,920,920,920,5749,0,34,38,2,918,83601
"1734088893","6","","Aggregated",38.80,0.00,37,51,65,82,160,260,410,490,920,920,920,920,5770,0,34,38,2,918,83741
"1734088894","6","","Aggregated",37.10,0.00,37,56,79,91,180,270,410,490,920,920,920,920,5800,0,34,39,2,918,83639
"1734088895","6","","Aggregated",36.70,0.00,40,65,91,130,210,330,550,620,1500,1500,1500,1500,5819,0,34,39,2,1470,83623
"1734088896","6","","Aggregated",35.40,0.00,40,66,97,130,230,330,550,620,1500,1500,1500,1500,5853,0,34,39,2,1470,83605
"1734088897","6","","Aggregated",32.90,0.00,35,58,88,120,200,300,550,620,1500,1500,1500,1500,5905,0,34,39,2,1470,83480
"1734088898","6","","Aggregated",31.00,0.00,35,58,80,110,200,300,550,620,1500,1500,1500,1500,5959,0,34,39,2,1470,83504
"1734088899","6","","Aggregated",32.70,0.00,35,54,68,86,180,270,550,620,1500,1500,1500,1500,6005,0,34,39,2,1470,83478
"1734088900","6","","Aggregated",33.70,0.00,34,49,59,69,170,260,490,580,1500,1500,1500,1500,6046,0,34,39,2,1470,83375
"1734088901","6","","Aggregated",34.70,0.00,34,49,58,67,120,230,490,580,1500,1500,1500,1500,6087,0,34,39,2,1470,83532
"1734088902","6","","Aggregated",34.80,0.00,32,46,56,62,83,170,230,550,1500,1500,1500,1500,6125,0,34,39,2,1470,83475
"1734088903","6","","Aggregated",36.40,0.00,32,45,54,58,71,100,230,550,1500,1500,1500,1500,6167,0,34,39,2,1470,83494
"1734088904","6","","Aggregated",37.30,0.00,31,45,52,56,68,83,130,230,1500,1500,1500,1500,6213,0,34,39,2,1470,83431
"1734088905","6","","Aggregated",38.90,0.00,31,43,49,54,64,74,93,110,170,170,170,170,6260,0,34,39,2,1470,83269
"1734088906","6","","Aggregated",39.90,0.00,31,43,49,54,65,76,93,110,130,130,130,130,6302,0,34,39,2,1470,83236
"1734088907","6","","Aggregated",42.60,0.00,31,43,49,54,66,76,95,110,130,130,130,130,6340,0,34,39,2,1470,83193
"1734088908","6","","Aggregated",44.80,0.00,31,42,49,55,67,82,100,110,130,130,130,130,6387,0,34,39,2,1470,83223
"1734088909","6","","Aggregated",43.30,0.00,32,42,50,55,69,84,110,110,150,150,150,150,6442,0,34,39,2,1470,83305
"1734088910","6","","Aggregated",43.00,0.00,32,41,50,55,67,84,110,110,150,150,150,150,6487,0,34,39,2,1470,83278
"1734088911","6","","Aggregated",43.20,0.00,32,41,49,53,66,84,100,110,150,150,150,150,6528,0,34,39,2,1470,83267
"1734088912","6","","Aggregated",43.30,0.00,30,40,48,52,67,87,110,110,150,150,150,150,6570,0,34,39,2,1470,83302
"1734088913","6","","Aggregated",43.00,0.00,30,41,48,52,67,84,110,110,150,150,150,150,6622,0,34,39,2,1470,83262
"1734088914","6","","Aggregated",44.40,0.00,30,41,48,52,67,84,110,110,150,150,150,150,6670,0,34,39,2,1470,83094
"1734088915","6","","Aggregated",45.50,0.00,30,41,48,52,67,82,100,110,150,150,150,150,6717,0,34,38,2,1470,83042
"1734088916","6","","Aggregated",45.10,0.00,31,42,50,54,70,89,110,150,430,430,430,430,6755,0,34,39,2,1470,83017
"1734088917","6","","Aggregated",46.10,0.00,31,42,51,55,70,90,140,150,430,430,430,430,6792,0,34,39,2,1470,82914
"1734088918","6","","Aggregated",45.00,0.00,30,43,51,55,72,90,150,210,480,480,480,480,6832,0,34,39,2,1470,82787
"1734088919","6","","Aggregated",45.00,0.00,32,46,52,59,82,140,280,480,630,630,630,630,6858,0,34,39,2,1470,82724
"1734088920","6","","Aggregated",45.00,0.00,32,47,56,63,90,160,430,500,630,630,630,630,6871,0,34,39,2,1470,82659
"1734088921","6","","Aggregated",41.90,0.00,35,49,60,70,110,250,470,500,940,940,940,940,6877,0,34,40,2,1470,82657
"1734088922","6","","Aggregated",40.00,0.00,37,52,63,77,160,430,550,1000,2500,2500,2500,2500,6888,0,34,40,2,2451,82691
"1734088923","6","","Aggregated",36.70,0.00,38,57,77,93,270,480,1000,1600,2500,2500,2500,2500,6895,0,34,41,2,2451,82722
"1734088924","6","","Aggregated",32.50,0.00,41,63,88,99,330,550,1300,1700,3100,3100,3100,3100,6936,0,34,42,2,3130,82845
"1734088925","6","","Aggregated",28.30,0.00,40,58,79,94,320,500,1300,1700,3100,3100,3100,3100,6987,0,34,42,2,3130,82739
"1734088926","6","","Aggregated",26.70,0.00,38,55,73,88,280,500,1300,1700,3100,3100,3100,3100,7029,0,34,42,2,3130,82733
"1734088927","6","","Aggregated",26.10,0.00,39,55,74,88,320,500,1300,1700,3100,3100,3100,3100,7068,0,34,42,2,3130,82681
"1734088928","6","","Aggregated",26.60,0.00,38,52,63,74,200,490,1300,1700,3100,3100,3100,3100,7113,0,34,42,2,3130,82745
"1734088929","6","","Aggregated",27.30,0.00,36,48,57,66,95,340,1300,1700,3100,3100,3100,3100,7156,0,34,42,2,3130,82770
"1734088930","6","","Aggregated",26.90,0.00,34,44,53,59,79,200,1000,1600,3100,3100,3100,3100,7208,0,34,42,2,3130,82654
"1734088931","6","","Aggregated",28.90,0.00,34,44,52,55,73,98,490,1300,3100,3100,3100,3100,7247,0,34,41,2,3130,82589
"1734088932","6","","Aggregated",31.30,0.00,33,43,50,54,72,88,130,240,3100,3100,3100,3100,7293,0,34,42,2,3130,82664
"1734088933","6","","Aggregated",35.00,0.00,33,43,49,54,67,79,98,120,160,160,160,160,7326,0,34,42,2,3130,82646
"1734088934","6","","Aggregated",38.40,0.00,34,44,50,54,70,79,99,120,160,160,160,160,7367,0,34,41,2,3130,82680
"1734088935","6","","Aggregated",41.40,0.00,34,44,51,54,67,76,99,120,160,160,160,160,7407,0,34,41,2,3130,82659
"1734088936","6","","Aggregated",42.90,0.00,34,45,52,56,70,79,100,120,160,160,160,160,7442,0,34,41,2,3130,82767
"1734088937","6","","Aggregated",42.20,0.00,35,45,52,56,69,77,110,120,160,160,160,160,7489,0,34,41,2,3130,82791
"1734088938","6","","Aggregated",41.40,0.00,34,44,52,56,67,77,99,110,160,160,160,160,7541,0,34,41,2,3130,82766
"1734088939","6","","Aggregated",41.40,0.00,34,44,51,55,66,77,99,110,160,160,160,160,7578,0,34,41,2,3130,82729
"1734088940","6","","Aggregated",42.10,0.00,35,45,52,55,67,78,100,110,160,160,160,160,7619,0,34,41,2,3130,82681
"1734088941","6","","Aggregated",42.10,0.00,34,44,52,55,66,77,93,110,120,120,120,120,7656,0,34,41,2,3130,82673
"1734088942","6","","Aggregated",41.00,0.00,34,45,51,55,64,75,88,95,110,110,110,110,7707,0,34,41,2,3130,82705
"1734088943","6","","Aggregated",40.70,0.00,33,44,51,54,66,75,88,97,130,130,130,130,7751,0,34,41,2,3130,82642
"1734088944","6","","Aggregated",40.80,0.00,33,44,51,53,66,77,88,97,130,130,130,130,7789,0,34,41,2,3130,82726
"1734088945","6","","Aggregated",41.40,0.00,32,43,50,53,64,77,88,97,130,130,130,130,7835,0,34,41,2,3130,82695
"1734088946","6","","Aggregated",42.30,0.00,32,42,50,54,67,77,88,100,130,130,130,130,7876,0,34,41,2,3130,82745
"1734088947","6","","Aggregated",42.40,0.00,32,42,49,53,66,77,88,97,130,130,130,130,7921,0,34,41,2,3130,82682
"1734088948","6","","Aggregated",42.90,0.00,31,41,49,54,66,75,88,97,130,130,130,130,7961,0,34,41,2,3130,82595
"1734088949","6","","Aggregated",43.00,0.00,31,41,49,53,66,81,100,170,230,230,230,230,8001,0,34,41,2,3130,82599
"1734088950","6","","Aggregated",42.50,0.00,32,42,51,55,69,95,180,280,510,510,510,510,8037,0,34,41,2,3130,82601
"1734088951","6","","Aggregated",42.00,0.00,32,45,53,59,79,120,260,430,800,800,800,800,8061,0,34,41,2,3130,82602
"1734088952","6","","Aggregated",42.60,0.00,32,47,55,64,88,180,370,510,1100,1100,1100,1100,8093,0,34,42,2,3130,82570
"1734088953","6","","Aggregated",40.80,0.00,34,50,62,71,140,230,430,670,1100,1100,1100,1100,8114,0,34,42,2,3130,82516
"1734088954","6","","Aggregated",39.10,0.00,37,55,70,84,180,360,510,690,1100,1100,1100,1100,8137,0,34,43,2,3130,82551
"1734088955","6","","Aggregated",37.70,0.00,36,54,69,84,180,360,510,690,1100,1100,1100,1100,8176,0,34,42,2,3130,82554
"1734088956","6","","Aggregated",35.50,0.00,38,55,69,85,180,360,510,690,1100,1100,1100,1100,8219,0,34,42,2,3130,82632
"1734088957","6","","Aggregated",33.80,0.00,38,55,71,86,180,360,510,690,1100,1100,1100,1100,8260,0,34,42,2,3130,82580
"1734088958","6","","Aggregated",34.20,0.00,38,55,71,84,170,360,510,690,1100,1100,1100,1100,8306,0,34,42,2,3130,82687
"1734088959","6","","Aggregated",33.80,0.00,36,53,68,79,160,340,460,690,1100,1100,1100,1100,8357,0,34,42,2,3130,82654
"1734088960","6","","Aggregated",33.40,0.00,34,49,61,71,130,310,460,690,1100,1100,1100,1100,8399,0,34,42,2,3130,82586
"1734088961","6","","Aggregated",34.30,0.00,32,46,57,64,100,180,390,460,760,760,760,760,8442,0,34,42,2,3130,82534
"1734088962","6","","Aggregated",34.80,0.00,31,42,53,59,78,120,360,390,760,760,760,760,8501,0,34,42,2,3130,82468
"1734088963","6","","Aggregated",36.80,0.00,31,42,51,57,70,84,130,310,760,760,760,760,8542,0,34,42,2,3130,82528
"1734088964","6","","Aggregated",39.00,0.00,31,41,50,53,64,77,110,120,160,160,160,160,8580,0,34,42,2,3130,82490
"1734088965","6","","Aggregated",41.30,0.00,31,41,51,54,65,77,100,110,160,160,160,160,8614,0,34,42,2,3130,82522
"1734088966","6","","Aggregated",43.00,0.00,31,42,50,53,64,76,92,110,160,160,160,160,8656,0,34,42,2,3130,82586
"1734088967","6","","Aggregated",43.90,0.00,31,42,50,53,64,76,92,110,160,160,160,160,8707,0,34,42,2,3130,82538
"1734088968","6","","Aggregated",43.00,0.00,30,40,49,52,63,75,91,110,160,160,160,160,8752,0,34,42,2,3130,82519
"1734088969","6","","Aggregated",43.50,0.00,31,41,50,53,63,75,90,110,160,160,160,160,8803,0,34,42,2,3130,82501
"1734088970","6","","Aggregated",44.50,0.00,31,42,50,53,63,75,90,110,160,160,160,160,8841,0,34,42,2,3130,82494
