"Timestamp","User Count","Type","Name","Requests/s","Failures/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999%","100%","Total Request Count","Total Failure Count","Total Median Response Time","Total Average Response Time","Total Min Response Time","Total Max Response Time","Total Average Content Size"
"1734088501","4","","Aggregated",27.40,0.00,39,49,56,62,75,89,100,110,140,140,140,140,1000,0,37,38,3,144,88656
"1734088502","4","","Aggregated",28.80,0.00,38,48,55,60,75,88,100,110,140,140,140,140,1032,0,37,38,3,144,88007
"1734088503","4","","Aggregated",27.90,0.00,38,48,54,57,73,89,100,110,170,170,170,170,1071,0,37,38,3,167,87604
"1734088504","4","","Aggregated",28.10,0.00,37,47,52,56,73,88,100,110,240,240,240,240,1095,0,37,38,3,238,88025
"1734088505","4","","Aggregated",28.50,0.00,36,46,51,54,67,85,97,170,240,240,240,240,1120,0,37,38,3,238,87792
"1734088506","4","","Aggregated",29.10,0.00,36,47,51,55,70,87,97,170,240,240,240,240,1144,0,37,38,3,238,88291
"1734088507","4","","Aggregated",29.00,0.00,36,46,50,54,68,87,97,170,240,240,240,240,1180,0,37,38,3,238,88043
"1734088508","4","","Aggregated",29.00,0.00,36,47,52,54,72,87,100,170,240,240,240,240,1210,0,37,38,3,238,88445
"1734088509","4","","Aggregated",29.60,0.00,37,47,51,54,67,83,100,170,240,240,240,240,1246,0,37,38,3,238,88009
"1734088510","4","","Aggregated",29.90,0.00,37,47,52,54,67,83,100,170,240,240,240,240,1273,0,37,38,3,238,87946
"1734088511","4","","Aggregated",29.80,0.00,37,47,51,54,67,88,100,170,240,240,240,240,1292,0,37,38,3,238,87895
"1734088512","4","","Aggregated",29.40,0.00,37,47,52,55,68,89,110,150,240,240,240,240,1320,0,37,38,3,238,87992
"1734088513","4","","Aggregated",29.30,0.00,38,47,53,55,67,88,100,150,240,240,240,240,1346,0,37,38,3,238,88349
"1734088514","4","","Aggregated",29.00,0.00,39,48,53,56,67,88,93,120,150,150,150,150,1369,0,37,38,3,238,88628
"1734088515","4","","Aggregated",28.30,0.00,39,48,53,56,69,89,99,130,150,150,150,150,1391,0,37,39,3,238,89202
"1734088516","4","","Aggregated",27.10,0.00,40,49,54,58,69,89,100,140,150,150,150,150,1416,0,37,39,3,238,89466
"1734088517","4","","Aggregated",27.20,0.00,41,49,54,60,69,91,120,150,180,180,180,180,1448,0,38,39,3,238,89821
"1734088518","4","","Aggregated",26.90,0.00,40,50,54,59,69,89,100,140,180,180,180,180,1479,0,38,39,3,238,89645
"1734088519","4","","Aggregated",26.20,0.00,41,50,54,58,72,93,120,150,180,180,180,180,1510,0,38,39,3,238,89812
"1734088520","4","","Aggregated",26.40,0.00,41,49,54,58,69,92,120,150,180,180,180,180,1537,0,37,39,3,238,89621
"1734088521","4","","Aggregated",27.10,0.00,38,49,54,58,69,89,120,150,180,180,180,180,1564,0,37,38,3,238,89146
"1734088522","4","","Aggregated",26.60,0.00,35,48,53,57,66,86,99,150,180,180,180,180,1595,0,37,38,3,238,88834
"1734088523","4","","Aggregated",26.80,0.00,35,48,52,55,66,78,99,150,180,180,180,180,1624,0,37,38,3,238,88756
"1734088524","4","","Aggregated",26.60,0.00,32,47,52,55,66,77,99,170,200,200,200,200,1659,0,36,38,3,238,88436
"1734088525","4","","Aggregated",27.60,0.00,31,47,52,55,63,77,99,170,200,200,200,200,1684,0,36,38,3,238,88335
"1734088526","4","","Aggregated",27.90,0.00,29,43,50,53,61,70,89,120,200,200,200,200,1717,0,36,38,3,238,87783
"1734088527","4","","Aggregated",28.90,0.00,30,43,49,53,61,70,89,120,200,200,200,200,1747,0,36,38,3,238,87701
"1734088528","4","","Aggregated",29.30,0.00,30,43,48,53,62,70,93,150,200,200,200,200,1774,0,36,38,3,238,87964
"1734088529","4","","Aggregated",29.80,0.00,30,43,48,53,62,70,86,100,200,200,200,200,1807,0,36,38,3,238,87582
"1734088530","4","","Aggregated",29.40,0.00,30,44,50,53,65,70,93,130,200,200,200,200,1835,0,36,38,3,238,87711
"1734088531","4","","Aggregated",28.60,0.00,30,44,50,53,65,70,100,130,200,200,200,200,1864,0,36,38,3,238,87508
"1734088532","4","","Aggregated",29.50,0.00,31,44,51,54,67,79,110,130,200,200,200,200,1894,0,36,38,3,238,87820
"1734088533","4","","Aggregated",29.50,0.00,31,44,50,53,67,79,100,120,150,150,150,150,1916,0,36,38,3,238,87693
"1734088534","4","","Aggregated",29.80,0.00,34,45,51,54,67,83,110,120,150,150,150,150,1948,0,36,38,3,238,88144
"1734088535","4","","Aggregated",29.20,0.00,36,46,52,57,68,89,110,120,150,150,150,150,1974,0,36,38,3,238,88343
"1734088536","4","","Aggregated",29.20,0.00,37,47,53,57,68,91,110,120,150,150,150,150,2002,0,36,38,3,238,88339
"1734088537","4","","Aggregated",28.90,0.00,36,47,53,57,68,89,100,110,130,130,130,130,2037,0,36,38,3,238,88380
"1734088538","4","","Aggregated",28.80,0.00,35,46,52,57,68,87,100,110,130,130,130,130,2070,0,36,38,3,238,88225
"1734088539","4","","Aggregated",28.40,0.00,35,46,52,57,68,87,100,110,160,160,160,160,2098,0,36,38,3,238,88101
"1734088540","4","","Aggregated",28.80,0.00,36,46,53,57,69,87,110,120,160,160,160,160,2122,0,36,38,3,238,88258
"1734088541","4","","Aggregated",29.70,0.00,34,46,51,57,68,83,99,110,160,160,160,160,2148,0,36,38,3,238,88054
"1734088542","4","","Aggregated",28.60,0.00,34,46,52,57,69,81,95,130,160,160,160,160,2177,0,36,38,3,238,88069
"1734088543","4","","Aggregated",28.30,0.00,34,46,52,57,68,81,96,130,160,160,160,160,2206,0,36,38,3,238,88251
"1734088544","4","","Aggregated",28.40,0.00,34,46,53,57,68,82,100,130,160,160,160,160,2236,0,36,38,3,238,88402
"1734088545","4","","Aggregated",28.50,0.00,34,46,53,57,69,86,120,160,210,210,210,210,2263,0,36,38,3,238,88573
"1734088546","4","","Aggregated",28.70,0.00,34,46,53,57,68,82,120,160,210,210,210,210,2296,0,36,38,3,238,88695
"1734088547","4","","Aggregated",28.60,0.00,34,46,52,57,68,82,120,160,210,210,210,210,2327,0,36,38,3,238,88408
"1734088548","4","","Aggregated",29.20,0.00,34,47,54,58,69,82,120,130,210,210,210,210,2357,0,36,38,3,238,88336
"1734088549","4","","Aggregated",29.30,0.00,34,47,54,57,71,91,120,130,210,210,210,210,2387,0,36,38,3,238,88193
"1734088550","4","","Aggregated",29.00,0.00,34,46,54,58,72,91,110,120,210,210,210,210,2417,0,36,38,3,238,88048
"1734088551","4","","Aggregated",28.50,0.00,34,46,54,57,73,91,110,120,210,210,210,210,2444,0,36,38,3,238,88186
"1734088552","4","","Aggregated",28.70,0.00,34,46,54,57,69,91,110,120,210,210,210,210,2471,0,36,38,3,238,88091
"1734088553","4","","Aggregated",29.10,0.00,34,46,54,57,71,91,110,200,210,210,210,210,2489,0,36,38,3,238,88373
"1734088554","4","","Aggregated",29.00,0.00,33,45,54,57,69,87,100,200,210,210,210,210,2521,0,36,38,3,238,88283
"1734088555","4","","Aggregated",28.90,0.00,33,46,54,57,70,80,92,110,200,200,200,200,2559,0,36,38,3,238,88606
"1734088556","4","","Aggregated",28.10,0.00,34,47,54,57,71,80,92,110,200,200,200,200,2585,0,36,38,3,238,88687
"1734088557","4","","Aggregated",28.30,0.00,33,46,54,58,73,87,100,130,200,200,200,200,2611,0,36,38,3,238,88454
"1734088558","4","","Aggregated",28.70,0.00,33,48,53,58,72,90,110,130,200,200,200,200,2638,0,36,38,3,238,88682
"1734088559","4","","Aggregated",28.30,0.00,37,48,54,58,72,87,100,130,200,200,200,200,2668,0,36,38,3,238,88695
"1734088560","4","","Aggregated",28.00,0.00,34,48,53,58,71,85,100,130,200,200,200,200,2698,0,36,38,3,238,88496
"1734088561","4","","Aggregated",27.80,0.00,34,47,52,58,70,75,95,130,200,200,200,200,2730,0,35,38,3,238,88282
"1734088562","4","","Aggregated",28.20,0.00,34,47,53,58,70,74,95,130,200,200,200,200,2756,0,35,37,3,238,88224
"1734088563","4","","Aggregated",28.00,0.00,34,48,53,58,70,73,95,120,130,130,130,130,2787,0,36,38,3,238,88485
"1734088564","4","","Aggregated",28.50,0.00,35,48,54,58,70,74,110,130,140,140,140,140,2813,0,36,38,3,238,88628
"1734088566","4","","Aggregated",28.50,0.00,33,46,52,57,70,74,110,130,140,140,140,140,2841,0,35,37,3,238,88381
"1734088567","4","","Aggregated",29.40,0.00,33,46,51,56,67,72,91,120,140,140,140,140,2875,0,35,37,3,238,88073
"1734088568","4","","Aggregated",28.00,0.00,32,46,50,56,66,72,85,110,140,140,140,140,2902,0,35,37,3,238,88009
"1734088569","4","","Aggregated",29.00,0.00,33,46,52,58,66,72,85,110,140,140,140,140,2927,0,35,37,3,238,88086
"1734088570","4","","Aggregated",29.00,0.00,33,46,53,58,67,74,100,110,140,140,140,140,2952,0,35,37,3,238,88050
"1734088571","4","","Aggregated",28.70,0.00,34,47,54,60,70,75,110,130,210,210,210,210,2978,0,35,37,3,238,88299
"1734088572","4","","Aggregated",28.00,0.00,35,47,54,60,70,79,110,130,210,210,210,210,3013,0,35,38,3,238,88426
"1734088573","4","","Aggregated",27.90,0.00,32,46,49,58,69,77,100,130,210,210,210,210,3049,0,35,37,3,238,88100
"1734088574","4","","Aggregated",28.20,0.00,32,45,50,58,67,77,100,120,210,210,210,210,3076,0,35,37,3,238,88118
"1734088575","4","","Aggregated",29.10,0.00,33,46,53,58,67,83,100,120,210,210,210,210,3111,0,35,37,3,238,88094
"1734088576","4","","Aggregated",28.80,0.00,35,47,55,59,69,86,100,120,210,210,210,210,3136,0,35,37,3,238,88157
"1734088577","4","","Aggregated",29.60,0.00,36,47,53,58,68,86,100,120,210,210,210,210,3164,0,35,37,3,238,88097
"1734088578","4","","Aggregated",29.30,0.00,35,46,52,58,69,86,100,120,210,210,210,210,3187,0,35,37,3,238,88087
"1734088579","4","","Aggregated",28.70,0.00,34,47,54,58,68,84,100,120,210,210,210,210,3219,0,35,37,3,238,88171
"1734088580","4","","Aggregated",28.20,0.00,33,46,52,58,68,83,100,110,120,120,120,120,3250,0,35,37,3,238,88056
"1734088581","4","","Aggregated",29.00,0.00,33,46,52,57,67,82,99,100,120,120,120,120,3279,0,35,37,3,238,87985
"1734088582","4","","Aggregated",29.60,0.00,35,48,54,58,70,82,100,110,150,150,150,150,3303,0,35,37,3,238,88120
"1734088583","4","","Aggregated",29.90,0.00,35,47,53,58,71,84,100,110,150,150,150,150,3336,0,35,37,3,238,88091
"1734088584","4","","Aggregated",28.80,0.00,35,46,52,57,72,82,100,110,150,150,150,150,3371,0,35,37,3,238,88029
"1734088585","4","","Aggregated",28.50,0.00,33,44,51,55,71,84,100,110,150,150,150,150,3404,0,35,37,3,238,88007
"1734088586","4","","Aggregated",29.00,0.00,33,44,51,55,72,84,100,110,150,150,150,150,3432,0,35,37,3,238,87855
"1734088587","4","","Aggregated",29.10,0.00,32,43,51,55,71,82,99,110,150,150,150,150,3457,0,35,37,3,238,87686
"1734088588","4","","Aggregated",29.40,0.00,32,43,50,55,72,83,96,110,150,150,150,150,3485,0,35,37,3,238,87662
"1734088589","4","","Aggregated",29.00,0.00,32,43,50,54,68,82,94,110,150,150,150,150,3516,0,35,37,3,238,87613
"1734088590","4","","Aggregated",29.70,0.00,32,43,51,55,68,83,94,110,150,150,150,150,3548,0,35,37,3,238,87572
"1734088591","4","","Aggregated",29.40,0.00,31,42,50,53,66,82,94,100,110,110,110,110,3579,0,35,37,3,238,87466
"1734088592","4","","Aggregated",29.50,0.00,30,41,48,53,65,78,88,94,100,100,100,100,3607,0,35,37,3,238,87471
"1734088593","4","","Aggregated",29.90,0.00,30,42,49,55,65,81,95,110,130,130,130,130,3630,0,35,37,3,238,87520
"1734088594","4","","Aggregated",30.10,0.00,31,42,49,55,65,81,94,110,130,130,130,130,3669,0,35,37,3,238,87451
"1734088595","4","","Aggregated",29.00,0.00,32,43,50,55,67,81,94,110,130,130,130,130,3696,0,35,37,3,238,87348
"1734088596","4","","Aggregated",29.30,0.00,32,46,52,57,71,85,110,140,200,200,200,200,3720,0,35,37,3,238,87283
"1734088597","4","","Aggregated",29.00,0.00,34,47,55,59,79,100,180,220,470,470,470,470,3741,0,35,37,3,466,87299
"1734088598","4","","Aggregated",28.90,0.00,37,49,57,63,87,140,250,470,530,530,530,530,3757,0,35,38,3,528,87293
"1734088599","4","","Aggregated",28.10,0.00,38,51,62,74,120,210,470,510,550,550,550,550,3774,0,35,38,3,549,87283
"1734088600","4","","Aggregated",28.10,0.00,40,55,67,79,140,220,470,510,550,550,550,550,3781,0,35,39,3,549,87210
"1734088601","4","","Aggregated",25.90,0.00,39,57,76,87,190,280,530,1600,1600,1600,1600,1600,3783,0,35,39,3,1646,87293
"1734088602","4","","Aggregated",23.80,0.00,45,59,79,92,210,470,1500,1600,1600,1600,1600,1600,3807,0,35,40,3,1646,87554
"1734088603","4","","Aggregated",20.60,0.00,38,56,76,87,210,470,1500,1600,1600,1600,1600,1600,3846,0,35,40,3,1646,87264
"1734088604","4","","Aggregated",20.00,0.00,42,57,76,90,210,470,1500,1600,1600,1600,1600,1600,3876,0,35,40,3,1646,87418
"1734088605","4","","Aggregated",21.20,0.00,39,54,72,79,210,470,1500,1600,1600,1600,1600,1600,3903,0,35,40,3,1646,87294
"1734088606","4","","Aggregated",20.90,0.00,33,50,59,71,140,320,550,1600,1600,1600,1600,1600,3935,0,35,40,3,1646,87108
"1734088607","4","","Aggregated",20.50,0.00,33,50,56,70,98,280,550,1600,1600,1600,1600,1600,3961,0,35,40,3,1646,87236
"1734088608","4","","Aggregated",21.40,0.00,32,46,53,59,79,190,550,1600,1600,1600,1600,1600,3990,0,35,40,3,1646,87233
"1734088609","4","","Aggregated",22.00,0.00,32,46,53,58,79,170,550,1600,1600,1600,1600,1600,4015,0,35,40,3,1646,87047
"1734088610","4","","Aggregated",23.20,0.00,33,46,52,57,74,94,310,1600,1600,1600,1600,1600,4042,0,35,40,3,1646,87174
"1734088611","4","","Aggregated",23.60,0.00,32,44,51,54,71,82,110,120,200,200,200,200,4076,0,35,40,3,1646,87206
"1734088612","4","","Aggregated",25.20,0.00,33,44,51,56,73,83,110,170,200,200,200,200,4105,0,35,40,3,1646,87252
"1734088613","4","","Aggregated",28.40,0.00,33,44,50,53,72,82,110,170,200,200,200,200,4134,0,35,40,3,1646,87263
"1734088614","4","","Aggregated",29.40,0.00,32,43,49,53,73,82,110,170,200,200,200,200,4164,0,35,40,3,1646,87117
"1734088615","4","","Aggregated",28.90,0.00,33,44,50,54,73,83,110,170,200,200,200,200,4192,0,35,40,3,1646,87130
"1734088616","4","","Aggregated",28.80,0.00,34,44,49,54,72,83,110,120,200,200,200,200,4223,0,35,40,3,1646,87122
"1734088617","4","","Aggregated",28.40,0.00,34,44,49,54,70,83,110,120,200,200,200,200,4254,0,35,40,3,1646,87013
"1734088618","4","","Aggregated",27.60,0.00,34,43,49,56,69,83,110,120,180,180,180,180,4285,0,35,40,3,1646,87028
"1734088619","4","","Aggregated",28.80,0.00,34,43,49,56,68,82,100,110,180,180,180,180,4314,0,35,40,3,1646,87120
"1734088620","4","","Aggregated",28.70,0.00,33,42,49,55,66,82,100,110,180,180,180,180,4339,0,35,40,3,1646,86988
"1734088621","4","","Aggregated",29.40,0.00,32,41,48,54,66,80,98,100,120,120,120,120,4370,0,34,40,3,1646,86855
"1734088622","4","","Aggregated",29.40,0.00,30,41,49,54,65,77,98,100,120,120,120,120,4399,0,34,39,3,1646,86665
"1734088623","4","","Aggregated",29.10,0.00,31,43,49,56,66,80,98,100,120,120,120,120,4431,0,34,39,3,1646,86675
"1734088624","4","","Aggregated",29.10,0.00,33,43,52,56,66,78,96,100,100,100,100,100,4457,0,34,39,3,1646,86712
"1734088625","4","","Aggregated",29.40,0.00,31,43,50,56,65,77,94,100,100,100,100,100,4492,0,34,39,3,1646,86628
"1734088626","4","","Aggregated",29.10,0.00,32,43,51,56,66,80,97,100,120,120,120,120,4519,0,34,39,3,1646,86781
"1734088627","4","","Aggregated",29.70,0.00,31,44,53,56,66,83,97,100,120,120,120,120,4546,0,34,39,3,1646,86782
"1734088628","4","","Aggregated",29.70,0.00,30,43,50,55,64,78,96,100,120,120,120,120,4573,0,34,39,3,1646,86665
"1734088629","4","","Aggregated",29.10,0.00,30,43,49,55,65,82,97,120,290,290,290,290,4597,0,34,39,3,1646,86447
"1734088630","4","","Aggregated",29.00,0.00,33,45,52,57,71,92,160,310,590,590,590,590,4612,0,34,40,3,1646,86465
"1734088631","4","","Aggregated",28.80,0.00,35,47,57,63,86,160,310,430,590,590,590,590,4627,0,34,40,3,1646,86408
"1734088632","4","","Aggregated",27.70,0.00,39,51,61,66,110,240,440,590,880,880,880,880,4632,0,35,41,3,1646,86402
"1734088633","4","","Aggregated",26.40,0.00,41,54,64,74,170,430,880,1100,2000,2000,2000,2000,4640,0,35,42,3,1963,86363
"1734088634","4","","Aggregated",24.20,0.00,35,49,62,77,170,430,880,1100,2000,2000,2000,2000,4671,0,34,42,3,1963,86279
"1734088635","4","","Aggregated",21.40,0.00,35,49,61,71,170,430,880,1100,2000,2000,2000,2000,4702,0,34,41,3,1963,86172
"1734088636","4","","Aggregated",20.70,0.00,34,49,61,71,170,430,880,1100,2000,2000,2000,2000,4719,0,34,41,3,1963,86153
"1734088637","4","","Aggregated",21.20,0.00,34,48,58,77,170,430,880,1100,2000,2000,2000,2000,4749,0,34,41,3,1963,86292
"1734088638","4","","Aggregated",21.00,0.00,36,48,56,77,170,430,880,1100,2000,2000,2000,2000,4772,0,34,41,3,1963,86272
"1734088639","4","","Aggregated",20.30,0.00,37,48,56,66,170,430,880,1100,2000,2000,2000,2000,4799,1,34,41,3,1963,86358
"1734088640","4","","Aggregated",19.90,0.00,36,48,53,59,96,170,880,980,2000,2000,2000,2000,4827,1,35,41,3,1963,86365
"1734088641","4","","Aggregated",19.90,0.00,35,45,50,57,80,130,880,980,2000,2000,2000,2000,4854,1,34,41,3,1963,86350
"1734088642","4","","Aggregated",20.60,0.10,34,45,49,54,73,110,170,980,2000,2000,2000,2000,4877,1,34,41,3,1963,86336
"1734088643","4","","Aggregated",21.50,0.10,34,45,50,54,70,90,110,140,170,170,170,170,4907,1,34,41,3,1963,86371
"1734088644","4","","Aggregated",23.60,0.10,36,45,49,54,68,87,110,140,170,170,170,170,4932,1,34,41,3,1963,86343
"1734088645","4","","Aggregated",25.80,0.10,36,45,49,54,68,87,110,140,170,170,170,170,4960,1,34,41,3,1963,86288
"1734088646","4","","Aggregated",26.30,0.10,33,45,49,54,68,85,100,120,170,170,170,170,4990,1,34,41,3,1963,86246
"1734088647","4","","Aggregated",25.20,0.10,33,45,49,54,68,83,97,110,140,140,140,140,5025,1,34,41,3,1963,86163
"1734088648","4","","Aggregated",25.60,0.10,32,43,49,54,66,82,92,110,140,140,140,140,5057,1,34,41,3,1963,86071
"1734088649","4","","Aggregated",26.50,0.10,32,43,49,54,66,82,92,110,140,140,140,140,5083,1,34,41,3,1963,86066
"1734088650","4","","Aggregated",27.70,0.10,31,40,47,50,66,78,92,110,140,140,140,140,5121,1,34,41,3,1963,85932
"1734088651","4","","Aggregated",27.90,0.10,31,40,47,50,65,77,90,97,120,120,120,120,5156,1,34,41,3,1963,85908
"1734088652","4","","Aggregated",29.00,0.00,31,40,46,50,63,77,90,96,120,120,120,120,5187,1,34,41,3,1963,85860
"1734088653","4","","Aggregated",29.70,0.00,31,40,47,49,63,73,89,92,120,120,120,120,5219,1,34,41,3,1963,85820
"1734088654","4","","Aggregated",30.20,0.00,31,40,47,49,63,73,89,92,150,150,150,150,5249,1,34,41,3,1963,85916
"1734088655","4","","Aggregated",30.50,0.00,31,41,47,49,62,73,89,96,150,150,150,150,5278,1,34,41,3,1963,85794
"1734088656","4","","Aggregated",31.00,0.00,31,41,47,50,62,72,89,96,150,150,150,150,5303,1,34,41,3,1963,85846
"1734088657","4","","Aggregated",31.50,0.00,34,42,48,53,69,80,97,260,480,480,480,480,5327,1,34,41,3,1963,85884
"1734088658","4","","Aggregated",31.40,0.00,34,44,50,56,69,86,100,260,480,480,480,480,5353,1,34,41,3,1963,85897
"1734088659","4","","Aggregated",30.90,0.00,35,45,51,56,73,96,150,270,480,480,480,480,5377,1,34,41,3,1963,85897
"1734088660","4","","Aggregated",30.00,0.00,38,47,55,62,86,140,260,280,480,480,480,480,5394,1,34,41,3,1963,85910
"1734088661","4","","Aggregated",29.80,0.00,39,49,57,66,97,190,390,480,990,990,990,990,5401,1,34,42,3,1963,85914
"1734088662","4","","Aggregated",28.20,0.00,39,51,64,70,140,270,660,890,990,990,990,990,5406,1,34,42,3,1963,85928
"1734088663","4","","Aggregated",26.30,0.00,42,56,72,86,220,440,890,990,1500,1500,1500,1500,5422,1,34,43,3,1963,85897
"1734088664","4","","Aggregated",23.70,0.00,42,56,71,86,220,440,890,990,1500,1500,1500,1500,5447,1,34,43,3,1963,85943
"1734088665","4","","Aggregated",21.20,0.00,44,58,71,87,250,440,890,990,1500,1500,1500,1500,5473,1,34,43,3,1963,86048
"1734088666","4","","Aggregated",20.30,0.00,43,58,71,87,220,440,890,990,1500,1500,1500,1500,5504,1,34,43,3,1963,86196
"1734088667","4","","Aggregated",19.90,0.00,43,58,71,86,180,400,890,990,1500,1500,1500,1500,5530,1,34,43,3,1963,86165
"1734088668","4","","Aggregated",19.70,0.00,42,55,66,80,180,400,890,990,1500,1500,1500,1500,5553,1,34,43,3,1963,86152
"1734088669","4","","Aggregated",19.90,0.00,37,51,59,71,120,400,890,990,1500,1500,1500,1500,5581,1,34,43,3,1963,86057
"1734088670","4","","Aggregated",19.50,0.00,37,49,58,62,97,370,850,990,1500,1500,1500,1500,5608,1,34,43,3,1963,86126
"1734088671","4","","Aggregated",19.30,0.00,37,47,57,60,82,110,660,850,1500,1500,1500,1500,5640,1,34,43,3,1963,86225
"1734088672","4","","Aggregated",20.30,0.00,36,47,55,58,75,91,120,370,1500,1500,1500,1500,5675,1,34,42,3,1963,86191
"1734088673","4","","Aggregated",21.90,0.00,35,47,55,58,71,86,99,110,120,120,120,120,5704,1,34,42,3,1963,86246
"1734088674","4","","Aggregated",24.30,0.00,37,48,56,58,71,86,100,110,120,120,120,120,5737,1,34,42,3,1963,86267
"1734088675","4","","Aggregated",27.30,0.00,37,49,56,59,73,84,99,110,120,120,120,120,5771,1,34,42,3,1963,86250
"1734088676","4","","Aggregated",28.10,0.00,35,48,54,58,70,84,98,110,120,120,120,120,5807,1,34,42,3,1963,86221
"1734088677","4","","Aggregated",28.70,0.00,36,48,55,58,69,83,92,100,110,110,110,110,5836,1,34,42,3,1963,86235
"1734088678","4","","Aggregated",29.30,0.00,35,48,54,58,70,83,92,100,110,110,110,110,5862,1,34,42,3,1963,86178
